Identifier,Location,Date,Languages,medium,transcription,translation,url,image_id
 = P.Tebt. 2 595 = P.Tebt. 2 595 = P.Tebt.0595 = berkeley 639,Tebtynis (Arsinoites),204 CE," grc, grc",,,,"/ddbdp/p.tebt;2;595?rows=3&start=3063&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3064&t=3676",2741
 = P.Tebt. 2 597 = P.Tebt. 2 597 = P.Tebt.0597 = berkeley 1127,Tebtynis (Arsinoites),101 CE - 200 CE," grc, grc",,,,"/ddbdp/p.tebt;2;597?rows=3&start=3064&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3065&t=3676",2742
 = P.Tebt. 2 599 = P.Tebt. 2 599 = P.Tebt.0599 = berkeley 1128,Tebtynis (Arsinoites),138 CE," grc, grc",,,,"/ddbdp/p.tebt;2;599?rows=3&start=3065&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3066&t=3676",2743
 = P.Tebt. 2 600 = P.Tebt. 2 600 = P.Tebt.0600 = berkeley 1118,Tebtynis (Arsinoites),201 CE - 300 CE," grc, grc",,,,"/ddbdp/p.tebt;2;600?rows=3&start=3066&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3067&t=3676",2744
 = P.Tebt. 2 601 = P.Tebt. 2 601 = P.Tebt.0601 = berkeley 1119,Tebtynis (Arsinoites),150 CE - 151 CE," grc, grc",,,,"/ddbdp/p.tebt;2;601?rows=3&start=3067&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3068&t=3676",2745
 = P.Tebt. 2 608 = P.Tebt. 2 608 = P.Tebt.0608 = berkeley 459,Tebtynis (Arsinoites),251 CE - 252 CE," grc, grc",,,,"/ddbdp/p.tebt;2;608?rows=3&start=3068&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3069&t=3676",2746
 = P.Tebt. 2 609 = P.Tebt. 2 609 = P.Tebt.0609 Recto = berkeley 440,Tebtynis (Arsinoites),101 CE - 200 CE," grc, grc",,,,"/ddbdp/p.tebt;2;609r?rows=3&start=3069&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3070&t=3676",2747
 = P.Tebt. 2 609 = P.Tebt. 2 609 = P.Tebt.0609 Verso = berkeley 441,Tebtynis (Arsinoites),151 CE - 152 CE," grc, grc",,,,"/ddbdp/p.tebt;2;609v?rows=3&start=3070&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3071&t=3676",2748
 = P.Tebt. 2 610 = P.Tebt. 2 610 = P.Tebt.0610 Recto = berkeley 1122,Tebtynis (Arsinoites),137 CE - 182 CE," grc, grc",,,,"/ddbdp/p.tebt;2;610r?rows=3&start=3071&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3072&t=3676",2749
 = P.Tebt. 2 610 = P.Tebt. 2 610 = P.Tebt.0610 Verso = berkeley 1123,Tebtynis (Arsinoites),101 CE - 200 CE," grc, grc",,,,"/ddbdp/p.tebt;2;610v?rows=3&start=3072&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3073&t=3676",2750
 = P.Tebt. 2 611 = P.Tebt. 2 611 = P.Tebt.0611 Verso = berkeley 1130,Tebtynis (Arsinoites) Tebtynis (Arsinoites),101 CE - 200 CE," grc, grc",,,,"/ddbdp/p.tebt;2;611?rows=3&start=3073&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3074&t=3676",2751
 = P.Tebt. 2 612 = P.Tebt. 2 612 = P.Tebt.0612 (1) Recto = berkeley 1133,Tebtynis (Arsinoites),101 CE - 200 CE," grc, grc",,,,"/ddbdp/p.tebt;2;612_1?rows=3&start=3089&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3090&t=3676",2752
 = P.Tebt. 2 612 = P.Tebt. 2 612 = P.Tebt.0612 (2) Recto = berkeley 1134,Tebtynis (Arsinoites),76 CE - 125 CE," grc, grc",,,,"/ddbdp/p.tebt;2;612_2?rows=3&start=3090&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3091&t=3676",2753
 = P.Tebt. 2 614 = P.Tebt. 2 614 = P.Tebt.0614 = berkeley 670,Tebtynis (Arsinoites),101 CE - 200 CE," grc, grc",,,,"/ddbdp/p.tebt;2;614?rows=3&start=3074&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3075&t=3676",2754
 = P.Tebt. 2 615 = P.Tebt. 2 615 = P.Tebt.0615 Verso = berkeley 1131,Tebtynis (Arsinoites) Tebtynis (Arsinoites),101 CE - 225 CE," grc, grc",,,,"/ddbdp/p.tebt;2;615?rows=3&start=3075&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3076&t=3676",2755
 = P.Tebt. 2 616 = P.Tebt. 2 616 = P.Tebt.0616 = berkeley 640,Tebtynis (Arsinoites),101 CE - 200 CE," grc, grc",,,,"/ddbdp/p.tebt;2;616?rows=3&start=3076&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3077&t=3676",2756
 = SB 20 14135 = SB 20 14135 = P.Tebt.0619 = berkeley 195,Tebtynis (Arsinoites),123 CE," grc, grc",,,,"/ddbdp/p.tebt;2;619?rows=3&start=3077&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3078&t=3676",2757
 = P.Tebt. 2 620 = P.Tebt. 2 620 = P.Tebt.0620 Verso = berkeley 846,Ptolemais Euergetis (Arsinoites),101 CE - 225 CE," grc, grc",,,,"/ddbdp/p.tebt;2;620?rows=3&start=3078&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3079&t=3676",2758
 = P.Tebt. 2 630 = P.Tebt. 2 630 = P.Tebt.0630 = berkeley 85,Ptolemais Euergetis (Arsinoites),101 CE - 225 CE," grc, grc",,,,"/ddbdp/p.tebt;2;630?rows=3&start=3079&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3080&t=3676",2759
 = P.Tebt. 2 638 = P.Tebt. 2 638 = P.Tebt.0638 Recto = berkeley 1136,Tebtynis (Arsinoites) Tebtynis (Arsinoites),180 CE - 192 CE," grc, grc",,,,"/ddbdp/p.tebt;2;638r?rows=3&start=3080&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3081&t=3676",2760
 = P.Tebt. 2 640 = P.Tebt. 2 640 = P.Tebt.0640 Recto = berkeley 372,Tebtynis (Arsinoites),176 CE - 200 CE," grc, grc",,,,"/ddbdp/p.tebt;2;640r?rows=3&start=3082&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3083&t=3676",2761
 = P.Tebt. 2 640 = P.Tebt. 2 640 = P.Tebt.0640 Verso = berkeley 316,Theogonis (Arsinoites),182 CE - 214 CE," grc, grc",,,,"/ddbdp/p.tebt;2;640v?rows=3&start=3083&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3084&t=3676",2762
 = P.Tebt.0694 Verso = berkeley 330,,299 BCE - 200 BCE,grc,,,,"/apis/berkeley.apis.330?rows=3&start=25&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=26&t=3676",2763
 = P.Tebt. 3 698 = P.Tebt. 3.1 698 = P.Tebt.0698 = berkeley 935,Tebtynis (Arsinoites),170 BCE - 169 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;698?rows=3&start=3142&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3143&t=3676",2764
 = P.Tebt. 3 699 = P.Tebt. 3.1 699 = P.Tebt.0699 Verso = berkeley 937,Tebtynis (Arsinoites),135 BCE - 134 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;699?rows=3&start=3143&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3144&t=3676",2765
 = P.Tebt. 3 700 = P.Tebt. 3.1 700 = P.Tebt.0700 Verso (2) = berkeley 941,Tebtynis (Arsinoites),124 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;700?rows=3&start=3144&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3145&t=3676",2766
 = P.Tebt. 3 701 = P.Tebt. 3.1 701 = P.Tebt.0701 = berkeley 569,Tebtynis (Arsinoites) Tebtynis (Arsinoites),235 BCE - 131 BCE," grc,  la,  la, grc",,,,"/ddbdp/p.tebt;3.1;701?rows=3&start=3146&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3147&t=3676",2767
 = P.Tebt. 3 701 = P.Tebt. 3.1 701 = P.Tebt.0701a = berkeley 1140,Tebtynis (Arsinoites),139 BCE - 131 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;701a?rows=3&start=3145&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3146&t=3676",2768
 = P.Tebt. 3 702 = P.Tebt. 3.1 702 = P.Tebt.0702 = berkeley 1141,Tebtynis (Arsinoites),260 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;702?rows=3&start=3147&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3148&t=3676",2769
 = P.Tebt. 3 703 = P.Tebt. 3.1 703 = P.Tebt.0703 = berkeley 234,Tebtynis (Arsinoites),210 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;703?rows=3&start=3148&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3149&t=3676",2770
 = P.Tebt. 3 705 = P.Tebt. 3.1 705 = P.Tebt.0705 = berkeley 223,Tebtynis (Arsinoites),234 BCE - 208 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;705?rows=3&start=3149&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3150&t=3676",2771
 = P.Tebt. 3 706 = P.Tebt. 3.1 706 = P.Tebt.0706 = berkeley 942,Tebtynis (Arsinoites),171 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;706?rows=3&start=3150&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3151&t=3676",2772
 = P.Tebt. 3 707 = P.Tebt. 3.1 707 = P.Tebt.0707 = berkeley 943,Tebtynis (Arsinoites),118 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;707?rows=3&start=3151&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3152&t=3676",2773
 = P.Tebt. 3 708 = P.Tebt. 3.1 708 = P.Tebt.0708 = berkeley 410,Tebtynis (Arsinoites),225 BCE - 201 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;708?rows=3&start=3152&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3153&t=3676",2774
 = P.Tebt. 3 709 = P.Tebt. 3.1 709 = P.Tebt.0709 = berkeley 224,Tebtynis (Arsinoites),159 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;709?rows=3&start=3153&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3154&t=3676",2775
 = P.Tebt. 3 710 = P.Tebt. 3.1 710 = P.Tebt.0710 = berkeley 225,Tebtynis (Arsinoites),156 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;710?rows=3&start=3154&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3155&t=3676",2776
 = P.Tebt. 3 711 = P.Tebt. 3.1 711 = P.Tebt.0711 = berkeley 241,Tebtynis (Arsinoites),125 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;711?rows=3&start=3155&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3156&t=3676",2777
 = P.Tebt. 3 712 = P.Tebt. 3.1 712 = P.Tebt.0712 = berkeley 343,Tebtynis (Arsinoites),125 BCE - 101 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;712?rows=3&start=3156&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3157&t=3676",2778
 = P.Tebt. 3 713 = P.Tebt. 3.1 713 = P.Tebt.0713 = berkeley 209,Tebtynis (Arsinoites),125 BCE - 101 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;713?rows=3&start=3157&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3158&t=3676",2779
 = P.Tebt. 3 714 = P.Tebt. 3.2 906 = P.Tebt.0906 = berkeley 218,Berenikis Thesmophoru? (Arsinoites) Oxyrhyncha (Arsinoites) Tebtynis (Arsinoites),181 BCE - 157 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;714?rows=3&start=3158&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3159&t=3676",2780
 = P.Tebt. 3 715 = P.Tebt. 3.1 715 = P.Tebt.0715 = berkeley 327,Tebtynis (Arsinoites),200 BCE - 101 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;715?rows=3&start=3159&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3160&t=3676",2781
 = P.Tebt. 3 716 = P.Tebt. 3.1 716 = P.Tebt.0716 = berkeley 944,Tebtynis (Arsinoites),158 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;716?rows=3&start=3160&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3161&t=3676",2782
 = P.Tebt. 3 717 = P.Tebt. 3.1 717 = P.Tebt.0717 = berkeley 217,Tebtynis (Arsinoites),125 BCE - 101 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;717?rows=3&start=3161&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3162&t=3676",2783
 = P.Tebt. 3 718 = P.Tebt. 3.1 718 = P.Tebt.0718 = berkeley 945,Tebtynis (Arsinoites),140 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;718?rows=3&start=3162&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3163&t=3676",2784
 = P.Tebt. 3 719 = P.Tebt. 3.1 719 = P.Tebt.0719 Recto = berkeley 946,Tebtynis (Arsinoites),150 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;719?rows=3&start=3163&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3164&t=3676",2785
 = P.Tebt. 3 720 = P.Tebt. 3.1 720 = P.Tebt.0720 = berkeley 210,Tebtynis (Arsinoites),247 BCE - 245 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;720?rows=3&start=3164&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3165&t=3676",2786
 = P.Tebt. 3 721 = P.Tebt. 3.1 721 = P.Tebt.0721 = berkeley 34,Tebtynis (Arsinoites),193 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;721?rows=3&start=3165&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3166&t=3676",2787
 = P.Tebt. 3 722 = P.Tebt. 3.1 722 = P.Tebt.0722 = berkeley 255,Tebtynis (Arsinoites),200 BCE - 101 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;722?rows=3&start=3166&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3167&t=3676",2788
 = P.Tebt. 3 723 = P.Tebt. 3.1 723 = P.Tebt.0723 = berkeley 948,Tebtynis (Arsinoites),138 BCE - 137 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;723?rows=3&start=3167&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3168&t=3676",2789
 = P.Tebt. 3 724 = P.Tebt. 3.1 724 = P.Tebt.0724 = berkeley 949,Tebtynis (Arsinoites),175 BCE - 164 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;724?rows=3&start=3168&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3169&t=3676",2790
 = P.Tebt. 3 725 = P.Tebt. 3.1 725 = P.Tebt.0725 = berkeley 219,Tebtynis (Arsinoites),200 BCE - 176 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;725?rows=3&start=3169&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3170&t=3676",2791
 = P.Tebt. 3 726 = P.Tebt. 3.1 726 = P.Tebt.0726 = berkeley 950,Tebtynis (Arsinoites),150 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;726?rows=3&start=3170&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3171&t=3676",2792
 = P.Tebt. 3 727 = P.Tebt. 3.1 727 = P.Tebt.0727 Verso = berkeley 5716,Tebtynis (Arsinoites),184 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;727?rows=3&start=3171&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3172&t=3676",2793
 = P.Tebt. 3 728 = P.Tebt. 3.1 728 = P.Tebt.0728 = berkeley 953,Tebtynis (Arsinoites),200 BCE - 101 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;728?rows=3&start=3172&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3173&t=3676",2794
 = P.Tebt. 3 729 = P.Tebt. 3.1 729 = P.Tebt.0729 (1) = berkeley 954,Tebtynis (Arsinoites),200 BCE - 101 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;729?rows=3&start=3173&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3174&t=3676",2795
 = P.Tebt. 3 730 = P.Tebt. 3.1 730 = P.Tebt.0730 = berkeley 220,Tebtynis (Arsinoites),178 BCE - 167 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;730?rows=3&start=3174&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3175&t=3676",2796
 = P.Tebt. 3 731 = P.Tebt. 3.1 731 = P.Tebt.0731 = berkeley 956,Ibion Eikosipentaruron (Arsinoites) Tebtynis (Arsinoites),153 BCE - 141 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;731?rows=3&start=3175&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3176&t=3676",2797
 = P.Tebt. 3 732 = P.Tebt. 3.1 732 = P.Tebt.0732 Verso = berkeley 958,Tebtynis (Arsinoites),142 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;732?rows=3&start=3176&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3177&t=3676",2798
 = P.Tebt. 3 734 = P.Tebt. 3.1 734 = P.Tebt.0734 (2) = berkeley 15,Tebtynis (Arsinoites),141 BCE - 139 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;734?rows=3&start=3177&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3178&t=3676",2799
 = P.Tebt. 3 735 = P.Tebt. 3.1 735 = P.Tebt.0735 = berkeley 961,Tebtynis (Arsinoites),140 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;735?rows=3&start=3178&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3179&t=3676",2800
 = P.Tebt. 3 736 = P.Tebt. 3.1 736 = P.Tebt.0736 = berkeley 46,Tebtynis (Arsinoites),143 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;736?rows=3&start=3179&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3180&t=3676",2801
 = P.Tebt. 3 737 = P.Tebt. 3.1 737 = P.Tebt.0737 = berkeley 962,"Tebtynis (Arsinoites, Ägypten)",136 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;737?rows=3&start=3180&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3181&t=3676",2802
 = P.Tebt. 3 738 = P.Tebt. 3.1 738 = P.Tebt.0738 = berkeley 963,Tebtynis (Arsinoites),135 BCE - 134 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;738?rows=3&start=3181&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3182&t=3676",2803
 = P.Tebt. 3 739 = P.Tebt. 3.1 739 = P.Tebt.0739 = berkeley 138,Tebtynis (Arsinoites),163 BCE - 145 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;739?rows=3&start=3182&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3183&t=3676",2804
 = P.Tebt. 3 740 = P.Tebt. 3.1 740 = P.Tebt.0740 Verso = berkeley 965,Tebtynis (Arsinoites),113 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;740?rows=3&start=3183&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3184&t=3676",2805
 = P.Tebt. 3 741 = P.Tebt. 3.1 741 = P.Tebt.0741 = berkeley 117,Tebtynis (Arsinoites),187 BCE - 186 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;741?rows=3&start=3184&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3185&t=3676",2806
 = P.Tebt. 3 742 = P.Tebt. 3.1 742 = P.Tebt.0742 = berkeley 967,Tebtynis (Arsinoites),157 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;742?rows=3&start=3185&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3186&t=3676",2807
 = P.Tebt. 3 743 = P.Tebt. 3.1 743 = P.Tebt.0743 = berkeley 968,Ptolemais Nea (Arsinoites),145 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;743?rows=3&start=3186&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3187&t=3676",2808
 = P.Tebt. 3 744 = P.Tebt. 3.1 744 = P.Tebt.0744 = berkeley 420,Tebtynis (Arsinoites),245 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;744?rows=3&start=3187&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3188&t=3676",2809
 = P.Tebt. 3 745 = P.Tebt. 3.1 745 = P.Tebt.0745 = berkeley 277,Tebtynis (Arsinoites),245 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;745?rows=3&start=3188&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3189&t=3676",2810
 = P.Tebt. 3 746 = P.Tebt. 3.1 746 = P.Tebt.0746 = berkeley 276,Tebtynis (Arsinoites),243 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;746?rows=3&start=3189&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3190&t=3676",2811
 = P.Tebt. 3 747 = P.Tebt. 3.1 747 = P.Tebt.0747 = berkeley 275,Tebtynis (Arsinoites),243 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;747?rows=3&start=3190&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3191&t=3676",2812
 = P.Tebt. 3 748 = P.Tebt. 3.1 748 = P.Tebt.0748 = berkeley 278,Tebtynis (Arsinoites),243 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;748?rows=3&start=3191&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3192&t=3676",2813
 = P.Tebt. 3 749 = P.Tebt. 3.1 749 = P.Tebt.0749 = berkeley 279,Tebtynis (Arsinoites),243 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;749?rows=3&start=3192&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3193&t=3676",2814
 = P.Tebt. 3 750 = P.Tebt. 3.1 750 = P.Tebt.0750 Verso = berkeley 970,Tebtynis (Arsinoites),197 BCE," grc,  la,  la, grc",,,,"/ddbdp/p.tebt;3.1;750?rows=3&start=3193&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3194&t=3676",2815
 = P.Tebt. 3 751 = P.Tebt. 3.1 751 = P.Tebt.0751 Verso = berkeley 975,Tebtynis (Arsinoites),200 BCE - 176 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;751?rows=3&start=3194&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3195&t=3676",2816
 = P.Tebt. 3 752 = P.Tebt. 3.1 752 = P.Tebt.0752 = berkeley 972,Tebtynis (Arsinoites),200 BCE - 176 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;752?rows=3&start=3195&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3196&t=3676",2817
 = P.Tebt. 3 753 = P.Tebt. 3.1 753 = P.Tebt.0753 = berkeley 973,Tebtynis (Arsinoites),197 BCE - 173 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;753?rows=3&start=3196&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3197&t=3676",2818
 = P.Tebt. 3 754 = P.Tebt. 3.1 754 = P.Tebt.0754 Recto = berkeley 974,Tebtynis (Arsinoites),200 BCE - 176 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;754?rows=3&start=3197&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3198&t=3676",2819
 = P.Tebt. 3 755 = P.Tebt. 3.1 755 = P.Tebt.0755 = berkeley 977,Tebtynis (Arsinoites),200 BCE - 176 BCE," grc, grc",,,,"/ddbdp/p.tebt;3.1;755?rows=3&start=3198&fl=id,title&fq=(images-int:true)&fq=facet_language:grc&sort=series+asc,volume+asc,item+asc&p=3199&t=3676",2820
